symbol,date,price
KAC,Sep 2003,10.36
KAC,Oct 2003,11.44
KAC,Nov 2003,10.45
KAC,Dec 2003,10.69
KAC,Jan 2004,11.28
KAC,Feb 2004,11.96
KAC,Mar 2004,13.52
KAC,Apr 2004,12.89
KAC,May 2004,14.03
KAC,Jun 2004,16.27
KAC,Jul 2004,16.17
KAC,Aug 2004,17.25
KAC,Sep 2004,19.38
KAC,Oct 2004,26.2
KAC,Nov 2004,33.53
KAC,Dec 2004,32.2
KAC,Jan 2005,38.45
KAC,Feb 2005,44.86
KAC,Mar 2005,41.67
KAC,Apr 2005,36.06
KAC,May 2005,39.76
KAC,Jun 2005,36.81
KAC,Jul 2005,42.65
KAC,Aug 2005,46.89
KAC,Sep 2005,53.61
KAC,Oct 2005,57.59
KAC,Nov 2005,67.82
KAC,Dec 2005,71.89
KAC,Jan 2006,75.51
KAC,Feb 2006,68.49
KAC,Mar 2006,62.72
KAC,Apr 2006,70.39
KAC,May 2006,59.77
KAC,Jun 2006,57.27
KAC,Jul 2006,67.96
KAC,Aug 2006,67.85
KAC,Sep 2006,76.98
KAC,Oct 2006,81.08
KAC,Nov 2006,91.66
KAC,Dec 2006,84.84
KAC,Jan 2007,85.73
KAC,Feb 2007,84.61
KAC,Mar 2007,92.91
KAC,Apr 2007,99.8
KAC,May 2007,121.19
KAC,Jun 2007,122.04
KAC,Jul 2007,131.76
KAC,Aug 2007,138.48
KAC,Sep 2007,153.47
KAC,Oct 2007,189.95
KAC,Nov 2007,182.22
KAC,Dec 2007,198.08
KAC,Jan 2008,135.36
KAC,Feb 2008,125.02
KAC,Mar 2008,143.5
KAC,Apr 2008,173.95
KAC,May 2008,188.75
KAC,Jun 2008,167.44
KAC,Jul 2008,158.95
KAC,Aug 2008,169.53
KAC,Sep 2008,113.66
KAC,Oct 2008,107.59
KAC,Nov 2008,92.67
KAC,Dec 2008,85.35
KAC,Jan 2009,90.13
KAC,Feb 2009,89.31
KAC,Mar 2009,105.12
KAC,Apr 2009,125.83
KAC,May 2009,135.81
KAC,Jun 2009,142.43
KAC,Jul 2009,163.39
KAC,Aug 2009,168.21
KAC,Sep 2009,185.35
KAC,Oct 2009,188.5
KAC,Nov 2009,199.91
KAC,Dec 2009,210.73
KAC,Jan 2010,192.06
KAC,Feb 2010,204.62
KAC,Mar 2010,223.02
REP,Jan 2000,25.94
REP,Feb 2000,28.66
REP,Mar 2000,33.95
REP,Apr 2000,31.01
REP,May 2000,21
REP,Jun 2000,26.19
REP,Jul 2000,25.41
REP,Aug 2000,30.47
REP,Sep 2000,12.88
REP,Oct 2000,9.78
REP,Nov 2000,8.25
REP,Dec 2000,7.44
REP,Jan 2001,10.81
REP,Feb 2001,9.12
REP,Mar 2001,11.03
REP,Apr 2001,12.74
REP,May 2001,9.98
REP,Jun 2001,11.62
REP,Jul 2001,9.4
REP,Aug 2001,9.27
REP,Sep 2001,7.76
REP,Oct 2001,8.78
REP,Nov 2001,10.65
REP,Dec 2001,10.95
REP,Jan 2002,12.36
REP,Feb 2002,10.85
REP,Mar 2002,11.84
REP,Apr 2002,12.14
REP,May 2002,11.65
REP,Jun 2002,8.86
REP,Jul 2002,7.63
REP,Aug 2002,7.38
REP,Sep 2002,7.25
REP,Oct 2002,8.03
REP,Nov 2002,7.75
REP,Dec 2002,7.16
REP,Jan 2003,7.18
REP,Feb 2003,7.51
REP,Mar 2003,7.07
REP,Apr 2003,7.11
REP,May 2003,8.98
REP,Jun 2003,9.53
REP,Jul 2003,10.54
REP,Aug 2003,11.31
REP,Sep 2003,10.36
REP,Oct 2003,11.44
REP,Nov 2003,10.45
REP,Dec 2003,10.69
REP,Jan 2004,11.28
REP,Feb 2004,11.96
REP,Mar 2004,13.52
REP,Apr 2004,12.89
REP,May 2004,14.03
REP,Jun 2004,16.27
REP,Jul 2004,16.17
REP,Aug 2004,17.25
REP,Sep 2004,19.38
REP,Oct 2004,26.2
REP,Nov 2004,33.53
REP,Dec 2004,32.2
REP,Jan 2005,38.45
REP,Feb 2005,44.86
REP,Mar 2005,41.67
REP,Apr 2005,36.06
REP,May 2005,39.76
REP,Jun 2005,36.81
REP,Jul 2005,42.65
REP,Aug 2005,46.89
REP,Sep 2005,53.61
REP,Oct 2005,57.59
REP,Nov 2005,67.82
REP,Dec 2005,71.89
REP,Jan 2006,75.51
REP,Feb 2006,68.49
REP,Mar 2006,62.72
REP,Apr 2006,70.39
REP,May 2006,59.77
REP,Jun 2006,57.27
REP,Jul 2006,67.96
REP,Aug 2006,67.85
REP,Sep 2006,76.98
REP,Oct 2006,81.08
REP,Nov 2006,91.66
REP,Dec 2006,84.84
REP,Jan 2007,85.73
REP,Feb 2007,84.61
REP,Mar 2007,92.91
REP,Apr 2007,99.8
REP,May 2007,121.19
REP,Jun 2007,122.04
REP,Jul 2007,131.76
REP,Aug 2007,138.48
REP,Sep 2007,153.47
REP,Oct 2007,189.95
REP,Nov 2007,182.22
REP,Dec 2007,198.08
REP,Jan 2008,135.36
REP,Feb 2008,125.02
REP,Mar 2008,143.5
REP,Apr 2008,173.95
REP,May 2008,188.75
REP,Jun 2008,167.44
REP,Jul 2008,158.95
REP,Aug 2008,169.53
REP,Sep 2008,113.66
REP,Oct 2008,107.59
REP,Nov 2008,92.67
REP,Dec 2008,85.35
REP,Jan 2009,90.13
REP,Feb 2009,89.31
REP,Mar 2009,105.12
REP,Apr 2009,125.83
REP,May 2009,135.81
REP,Jun 2009,142.43
REP,Jul 2009,163.39
REP,Aug 2009,168.21
REP,Sep 2009,185.35
REP,Oct 2009,188.5
REP,Nov 2009,199.91
REP,Dec 2009,210.73
REP,Jan 2010,192.06
REP,Feb 2010,204.62
REP,Mar 2010,223.02
KJWC,Jan 2000,100.52
KJWC,Feb 2000,92.11
KJWC,Mar 2000,106.11
KJWC,Apr 2000,99.95
KJWC,May 2000,96.31
KJWC,Jun 2000,98.33
KJWC,Jul 2000,100.74
KJWC,Aug 2000,118.62
KJWC,Sep 2000,101.19
KJWC,Oct 2000,88.5
KJWC,Nov 2000,84.12
KJWC,Dec 2000,76.47
KJWC,Jan 2001,100.76
KJWC,Feb 2001,89.98
KJWC,Mar 2001,86.63
KJWC,Apr 2001,103.7
KJWC,May 2001,100.82
KJWC,Jun 2001,102.35
KJWC,Jul 2001,94.87
KJWC,Aug 2001,90.25
KJWC,Sep 2001,82.82
KJWC,Oct 2001,97.58
KJWC,Nov 2001,104.5
KJWC,Dec 2001,109.36
KJWC,Jan 2002,97.54
KJWC,Feb 2002,88.82
KJWC,Mar 2002,94.15
KJWC,Apr 2002,75.82
KJWC,May 2002,72.97
KJWC,Jun 2002,65.31
KJWC,Jul 2002,63.86
KJWC,Aug 2002,68.52
KJWC,Sep 2002,53.01
KJWC,Oct 2002,71.76
KJWC,Nov 2002,79.16
KJWC,Dec 2002,70.58
KJWC,Jan 2003,71.22
KJWC,Feb 2003,71.13
KJWC,Mar 2003,71.57
KJWC,Apr 2003,77.47
KJWC,May 2003,80.48
KJWC,Jun 2003,75.42
KJWC,Jul 2003,74.28
KJWC,Aug 2003,75.12
KJWC,Sep 2003,80.91
KJWC,Oct 2003,81.96
KJWC,Nov 2003,83.08
KJWC,Dec 2003,85.05
KJWC,Jan 2004,91.06
KJWC,Feb 2004,88.7
KJWC,Mar 2004,84.41
KJWC,Apr 2004,81.04
KJWC,May 2004,81.59
KJWC,Jun 2004,81.19
KJWC,Jul 2004,80.19
KJWC,Aug 2004,78.17
KJWC,Sep 2004,79.13
KJWC,Oct 2004,82.84
KJWC,Nov 2004,87.15
KJWC,Dec 2004,91.16
KJWC,Jan 2005,86.39
KJWC,Feb 2005,85.78
KJWC,Mar 2005,84.66
KJWC,Apr 2005,70.77
KJWC,May 2005,70.18
KJWC,Jun 2005,68.93
KJWC,Jul 2005,77.53
KJWC,Aug 2005,75.07
KJWC,Sep 2005,74.7
KJWC,Oct 2005,76.25
KJWC,Nov 2005,82.98
KJWC,Dec 2005,76.73
KJWC,Jan 2006,75.89
KJWC,Feb 2006,75.09
KJWC,Mar 2006,77.17
KJWC,Apr 2006,77.05
KJWC,May 2006,75.04
KJWC,Jun 2006,72.15
KJWC,Jul 2006,72.7
KJWC,Aug 2006,76.35
KJWC,Sep 2006,77.26
KJWC,Oct 2006,87.06
KJWC,Nov 2006,86.95
KJWC,Dec 2006,91.9
KJWC,Jan 2007,93.79
KJWC,Feb 2007,88.18
KJWC,Mar 2007,89.44
KJWC,Apr 2007,96.98
KJWC,May 2007,101.54
KJWC,Jun 2007,100.25
KJWC,Jul 2007,105.4
KJWC,Aug 2007,111.54
KJWC,Sep 2007,112.6
KJWC,Oct 2007,111
KJWC,Nov 2007,100.9
KJWC,Dec 2007,103.7
KJWC,Jan 2008,102.75
KJWC,Feb 2008,109.64
KJWC,Mar 2008,110.87
KJWC,Apr 2008,116.23
KJWC,May 2008,125.14
KJWC,Jun 2008,114.6
KJWC,Jul 2008,123.74
KJWC,Aug 2008,118.16
KJWC,Sep 2008,113.53
KJWC,Oct 2008,90.24
KJWC,Nov 2008,79.65
KJWC,Dec 2008,82.15
KJWC,Jan 2009,89.46
KJWC,Feb 2009,90.32
KJWC,Mar 2009,95.09
KJWC,Apr 2009,101.29
KJWC,May 2009,104.85
KJWC,Jun 2009,103.01
KJWC,Jul 2009,116.34
KJWC,Aug 2009,117
KJWC,Sep 2009,118.55
KJWC,Oct 2009,119.54
KJWC,Nov 2009,125.79
KJWC,Dec 2009,130.32
KJWC,Jan 2010,121.85
KJWC,Feb 2010,127.16
KJWC,Mar 2010,125.55
SHG,Jan 2000,6.67
SHG,Feb 2000,6.41
SHG,Mar 2000,6.02
SHG,Apr 2000,6.21
SHG,May 2000,6.28
SHG,Jun 2000,6.02
SHG,Jul 2000,6.03
SHG,Aug 2000,5.73
SHG,Sep 2000,5.78
SHG,Oct 2000,5.76
SHG,Nov 2000,5.44
SHG,Dec 2000,5.11
SHG,Jan 2001,5.18
SHG,Feb 2001,4.91
SHG,Mar 2001,4.91
SHG,Apr 2001,5.34
SHG,May 2001,5.41
SHG,Jun 2001,5.39
SHG,Jul 2001,5.04
SHG,Aug 2001,4.82
SHG,Sep 2001,4.57
SHG,Oct 2001,4.26
SHG,Nov 2001,4.74
SHG,Dec 2001,5.03
SHG,Jan 2002,5.03
SHG,Feb 2002,4.86
SHG,Mar 2002,5.41
SHG,Apr 2002,5.09
SHG,May 2002,5.04
SHG,Jun 2002,4.82
SHG,Jul 2002,4.47
SHG,Aug 2002,4.14
SHG,Sep 2002,3.61
SHG,Oct 2002,3.91
SHG,Nov 2002,4.21
SHG,Dec 2002,3.82
SHG,Jan 2003,3.97
SHG,Feb 2003,3.7
SHG,Mar 2003,3.82
SHG,Apr 2003,3.86
SHG,May 2003,3.35
SHG,Jun 2003,3.53
SHG,Jul 2003,4.47
SHG,Aug 2003,4.45
SHG,Sep 2003,3.94
SHG,Oct 2003,4.3
SHG,Nov 2003,4.32
SHG,Dec 2003,4.26
SHG,Jan 2004,4.14
SHG,Feb 2004,3.98
SHG,Mar 2004,3.84
SHG,Apr 2004,4.5
SHG,May 2004,4.66
SHG,Jun 2004,4.62
SHG,Jul 2004,4.47
SHG,Aug 2004,4.13
SHG,Sep 2004,4.12
SHG,Oct 2004,4.03
SHG,Nov 2004,4.36
SHG,Dec 2004,4.22
SHG,Jan 2005,4.13
SHG,Feb 2005,4.36
SHG,Mar 2005,4.5
SHG,Apr 2005,4.2
SHG,May 2005,4.01
SHG,Jun 2005,3.94
SHG,Jul 2005,4.29
SHG,Aug 2005,4.02
SHG,Sep 2005,4.33
SHG,Oct 2005,4.56
SHG,Nov 2005,4.5
SHG,Dec 2005,4.39
SHG,Jan 2006,4.53
SHG,Feb 2006,4.55
SHG,Mar 2006,4.85
SHG,Apr 2006,5.07
SHG,May 2006,5.11
SHG,Jun 2006,5.14
SHG,Jul 2006,4.99
SHG,Aug 2006,4.73
SHG,Sep 2006,4.63
SHG,Oct 2006,4.61
SHG,Nov 2006,4.46
SHG,Dec 2006,4.71
SHG,Jan 2007,4.83
SHG,Feb 2007,4.55
SHG,Mar 2007,4.65
SHG,Apr 2007,4.63
SHG,May 2007,4.89
SHG,Jun 2007,5.03
SHG,Jul 2007,4.77
SHG,Aug 2007,4.54
SHG,Sep 2007,4.58
SHG,Oct 2007,4.47
SHG,Nov 2007,3.97
SHG,Dec 2007,4.03
SHG,Jan 2008,3.64
SHG,Feb 2008,3.53
SHG,Mar 2008,3.43
SHG,Apr 2008,3.76
SHG,May 2008,4.05
SHG,Jun 2008,3.98
SHG,Jul 2008,3.98
SHG,Aug 2008,3.81
SHG,Sep 2008,3.83
SHG,Oct 2008,3.97
SHG,Nov 2008,2.96
SHG,Dec 2008,2.24
SHG,Jan 2009,2.84
SHG,Feb 2009,3.04
SHG,Mar 2009,2.68
SHG,Apr 2009,3.12
SHG,May 2009,3.46
SHG,Jun 2009,3.52
SHG,Jul 2009,3.5
SHG,Aug 2009,3.4
SHG,Sep 2009,3.31
SHG,Oct 2009,3.39
SHG,Nov 2009,3.2
SHG,Dec 2009,3.84
SHG,Jan 2010,3.61
SHG,Feb 2010,3.6
SHG,Mar 2010,3.7
WOOT,Jan 2000,100.52
WOOT,Feb 2000,92.11
WOOT,Mar 2000,106.11
WOOT,Apr 2000,99.95
WOOT,May 2000,96.31
WOOT,Jun 2000,98.33
WOOT,Jul 2000,100.74
WOOT,Aug 2000,118.62
WOOT,Sep 2000,101.19
WOOT,Oct 2000,88.5
WOOT,Nov 2000,84.12
WOOT,Dec 2000,76.47
WOOT,Jan 2001,100.76
WOOT,Feb 2001,89.98
WOOT,Mar 2001,86.63
WOOT,Apr 2001,103.7
WOOT,May 2001,100.82
WOOT,Jun 2001,102.35
WOOT,Jul 2001,94.87
WOOT,Aug 2001,90.25
WOOT,Sep 2001,82.82
WOOT,Oct 2001,97.58
WOOT,Nov 2001,104.5
WOOT,Dec 2001,109.36
WOOT,Jan 2002,97.54
WOOT,Feb 2002,88.82
WOOT,Mar 2002,94.15
WOOT,Apr 2002,75.82
WOOT,May 2002,72.97
WOOT,Jun 2002,65.31
WOOT,Jul 2002,63.86
WOOT,Aug 2002,68.52
WOOT,Sep 2002,53.01
WOOT,Oct 2002,71.76
WOOT,Nov 2002,79.16
WOOT,Dec 2002,70.58
WOOT,Jan 2003,71.22
WOOT,Feb 2003,71.13
WOOT,Mar 2003,71.57
WOOT,Apr 2003,77.47
WOOT,May 2003,80.48
WOOT,Jun 2003,75.42
WOOT,Jul 2003,74.28
WOOT,Aug 2003,75.12
WOOT,Sep 2003,80.91
WOOT,Oct 2003,81.96
WOOT,Nov 2003,83.08
WOOT,Dec 2003,85.05
WOOT,Jan 2004,91.06
WOOT,Feb 2004,88.7
WOOT,Mar 2004,84.41
WOOT,Apr 2004,81.04
WOOT,May 2004,81.59
WOOT,Jun 2004,81.19
WOOT,Jul 2004,80.19
WOOT,Aug 2004,78.17
WOOT,Sep 2004,79.13
WOOT,Oct 2004,82.84
WOOT,Nov 2004,87.15
WOOT,Dec 2004,91.16
WOOT,Jan 2005,86.39
WOOT,Feb 2005,85.78
WOOT,Mar 2005,84.66
WOOT,Apr 2005,70.77
WOOT,May 2005,70.18
WOOT,Jun 2005,68.93
WOOT,Jul 2005,77.53
WOOT,Aug 2005,75.07
WOOT,Sep 2005,74.7
WOOT,Oct 2005,76.25
WOOT,Nov 2005,82.98
WOOT,Dec 2005,76.73
WOOT,Jan 2006,75.89
WOOT,Feb 2006,75.09
WOOT,Mar 2006,77.17
WOOT,Apr 2006,77.05
WOOT,May 2006,75.04
WOOT,Jun 2006,72.15
WOOT,Jul 2006,72.7
WOOT,Aug 2006,76.35
WOOT,Sep 2006,77.26
WOOT,Oct 2006,87.06
WOOT,Nov 2006,86.95
WOOT,Dec 2006,91.9
WOOT,Jan 2007,93.79
WOOT,Feb 2007,88.18
WOOT,Mar 2007,89.44
WOOT,Apr 2007,96.98
WOOT,May 2007,101.54
WOOT,Jun 2007,100.25
WOOT,Jul 2007,105.4
WOOT,Aug 2007,111.54
WOOT,Sep 2007,112.6
WOOT,Oct 2007,111
WOOT,Nov 2007,100.9
WOOT,Dec 2007,103.7
WOOT,Jan 2008,102.75
WOOT,Feb 2008,109.64
WOOT,Mar 2008,110.87
WOOT,Apr 2008,116.23
WOOT,May 2008,125.14
WOOT,Jun 2008,114.6
WOOT,Jul 2008,123.74
WOOT,Aug 2008,118.16
WOOT,Sep 2008,113.53
WOOT,Oct 2008,90.24
WOOT,Nov 2008,79.65
WOOT,Dec 2008,82.15
WOOT,Jan 2009,89.46
WOOT,Feb 2009,90.32
WOOT,Mar 2009,95.09
WOOT,Apr 2009,101.29
WOOT,May 2009,104.85
WOOT,Jun 2009,103.01
WOOT,Jul 2009,116.34
WOOT,Aug 2009,117
WOOT,Sep 2009,118.55
WOOT,Oct 2009,119.54
WOOT,Nov 2009,125.79
WOOT,Dec 2009,130.32
WOOT,Jan 2010,121.85
WOOT,Feb 2010,127.16
WOOT,Mar 2010,125.55
